postal_code,country_code,place_name,state_name,state_code,county_name,county_code,community_name,community_code,latitude,longitude,accuracy,entreprises
01510,FR,"La Burbanche, Armix, Cheignieu-la-Balme, Artemare, Rossillon, Ordonnaz, Pugieu, Virieu-le-Grand, Saint-Martin-de-Bavel, Chavornay, Talissieu",Auvergne-Rhône-Alpes,84.0,Ain,01,Belley,011,45.85162239031248,5.6372521637030175,5,afc ain'formatic
01000,FR,"Bourg-en-Bresse, Saint-Denis-lès-Bourg",Auvergne-Rhône-Alpes,84.0,Ain,01,Bourg-en-Bresse,012,46.20471465497627,5.211307733553397,5,ain delice
01170,FR,"Crozet, Chevry, Échenevex, Ségny, Cessy, Mijoux, Gex, Vesancy",Auvergne-Rhône-Alpes,84.0,Ain,01,Gex,013,46.31798859059223,6.057094662373388,5,new contemporain
01800,FR,"Saint-Maurice-de-Gourdans, Villieu-Loyes-Mollon, Rignieux-le-Franc, Bourg-Saint-Christophe, Saint-Éloi, Joyeux, Faramans, Saint-Jean-de-Niost, Charnoz-sur-Ain, Pérouges, Meximieux, Le Montellier",Auvergne-Rhône-Alpes,84.0,Ain,01,Belley,011,45.907809864460475,5.177090262767373,5,esprit ain'dien
01500,FR,"Château-Gaillard, Bettant, Ambutrix, Ambronay, Douvres, Saint-Maurice-de-Rémens, Saint-Denis-en-Bugey, Ambérieu-en-Bugey",Auvergne-Rhône-Alpes,84.0,Ain,01,Belley,011,45.97071074053083,5.336841733496078,5,ambiance jard'ain
01400,FR,"Châtillon-sur-Chalaronne, Dompierre-sur-Chalaronne, Saint-Georges-sur-Renon, L'Abergement-Clémenciat, Sulignat, Chanoz-Châtenay, Sandrans, Neuville-les-Dames, Condeissiat, Romans",Auvergne-Rhône-Alpes,84.0,Ain,01,Bourg-en-Bresse,012,46.14387557700246,4.995544541934833,5,ain terieur deco
01330,FR,"Birieux, Sainte-Olive, Villars-les-Dombes, Ambérieux-en-Dombes, Versailleux, Lapeyrouse, Le Plantay, Bouligneux",Auvergne-Rhône-Alpes,84.0,Ain,01,Bourg-en-Bresse,012,46.00608641610127,5.016007074627255,5,ain'stinctifs
01200,FR,"Villes, Chézery, Injoux-Génissiat, Bellegarde-sur-Valserine, Lancrans, Léaz, Billiat, Montanges, Confort, Châtillon-en-Michaille, Éloise",Auvergne-Rhône-Alpes,84.0,Ain,01,Nantua,014,46.12221588680818,5.833540791396328,5,electrici'ain
01560,FR,"Vernoux, Courtes, Vescours, Lescheroux, Curciat-Dongalon, Mantenay-Montlin, Saint-Jean-sur-Reyssouze, Saint-Julien-sur-Reyssouze, Saint-Nizier-le-Bouchoux, Servignat, Cormoz, Saint-Trivier-de-Courtes",Auvergne-Rhône-Alpes,84.0,Ain,01,Bourg-en-Bresse,012,46.448326303694934,5.112829970657186,5,escargot'ain
01100,FR,"Groissiat, Géovreisset, Martignat, Bellignat, Oyonnax, Apremont, Arbent",Auvergne-Rhône-Alpes,84.0,Ain,01,Nantua,014,46.2426944591984,5.644422962066562,5,ain'si sois je
01000,FR,"Bourg-en-Bresse, Saint-Denis-lès-Bourg",Auvergne-Rhône-Alpes,84.0,Ain,01,Bourg-en-Bresse,012,46.20758511165779,5.215336720187797,5,ainformations
01340,FR,"Saint-Sulpice, Béréziat, Foissiat, Marsonnas, Montrevel-en-Bresse, Malafretaz, Saint-Didier-d'Aussiat, Attignat, Cras-sur-Reyssouze, Jayat, Étrez",Auvergne-Rhône-Alpes,84.0,Ain,01,Bourg-en-Bresse,012,46.3397589372029,5.12802726167319,5,les jarres d'ain
01000,FR,"Bourg-en-Bresse, Saint-Denis-lès-Bourg",Auvergne-Rhône-Alpes,84.0,Ain,01,Bourg-en-Bresse,012,46.21290600192372,5.208832001455987,5,ain temps de jeux
01000,FR,"Bourg-en-Bresse, Saint-Denis-lès-Bourg",Auvergne-Rhône-Alpes,84.0,Ain,01,Bourg-en-Bresse,012,46.209268097467834,5.210879274309932,5,rom'ain auto-ecole
01500,FR,"Château-Gaillard, Bettant, Ambutrix, Ambronay, Douvres, Saint-Maurice-de-Rémens, Saint-Denis-en-Bugey, Ambérieu-en-Bugey",Auvergne-Rhône-Alpes,84.0,Ain,01,Belley,011,45.96777612560638,5.339123150040874,5,le saint germ'ain
01310,FR,"Buellas, Curtafond, Saint-Rémy, Montcet, Montracol, Confrançon, Saint-Martin-le-Châtel, Polliat",Auvergne-Rhône-Alpes,84.0,Ain,01,Bourg-en-Bresse,012,46.23529139212265,5.1257981449956205,5,flocking ain'stinct
